VALID NAICS,NAICS Title,SubCategory,Heat,Cool,WH,Cook,Misc.,Proc.,Total
81219,Other Personal Care Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812191,Diet and Weight Reducing Centers,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812199,Other Personal Care Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8122,Death Care Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8122,Death Care Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812210,Funeral Homes and Funeral Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812220,Cemeteries and Crematories,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8123,Drycleaning and Laundry Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8123,Drycleaning and Laundry Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812310,Coin-Operated Laundries and Drycleaners,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812320,Drycleaning and Laundry Services (except Coin-Operated),Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81233,Linen and Uniform Supply,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812331,Linen Supply,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812332,Industrial Launderers,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8129,Other Personal Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8129,Other Personal Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812910,Pet Care (except Veterinary) Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81292,Photofinishing,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812921,Photofinishing Laboratories (except One-Hour),Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812922,One-Hour Photofinishing,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81293,Parking Lots and Garages,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81293,Parking Lots and Garages,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
81293,Parking Lots and Garages,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812930,Parking Lots and Garages,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
812990,All Other Personal Services,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8131,Religious Organizations,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
8131,Religious Organizations,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
813110,Religious Organizations,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
92,Public Administration,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
9211,"Executive, Legislative, and Other General Government Support",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
9211,"Executive, Legislative, and Other General Government Support",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
921110,Executive Offices,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
921120,Legislative Bodies,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
921130,Public Finance Activities,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
921140,"Executive and Legislative Offices, Combined",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
921150,American Indian and Alaska Native Tribal Governments,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
92119,Other General Government Support,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
921190,Other General Government Support,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
