tract_geoid_2019,<100,100,101 - 199,200,>200
06001406100,0.008571428571428572,0.2914285714285714,0.07714285714285714,0.6085714285714285,0.014285714285714285
06001406201,0.045317220543806644,0.18126888217522658,0.08459214501510574,0.6797583081570997,0.00906344410876133
06001406202,0.03404255319148936,0.14893617021276595,0.11063829787234042,0.676595744680851,0.029787234042553193
06001406300,0.028089887640449437,0.16292134831460675,0.10486891385767791,0.6966292134831461,0.00749063670411985
06001406400,0.02729528535980149,0.12903225806451613,0.08436724565756824,0.7543424317617866,0.004962779156327543
06001406500,0.028050490883590462,0.14305750350631136,0.11220196353436185,0.7124824684431977,0.004207573632538569
06001406601,0.04183535762483131,0.13900134952766532,0.12685560053981107,0.6882591093117408,0.004048582995951417
06001406602,0.04363636363636364,0.13454545454545455,0.09818181818181818,0.7090909090909091,0.014545454545454545
06001406700,0.026474127557160047,0.1371841155234657,0.10409145607701564,0.7033694344163658,0.02888086642599278
06001406800,0.02411873840445269,0.14100185528756956,0.10575139146567718,0.7050092764378478,0.02411873840445269
06001406900,0.03910614525139665,0.13072625698324022,0.0893854748603352,0.7195530726256983,0.021229050279329607
06001407000,0.024539877300613498,0.1574642126789366,0.1032719836400818,0.7116564417177914,0.003067484662576687
06001407101,0.02680965147453083,0.13672922252010725,0.09651474530831099,0.7319034852546917,0.00804289544235925
06001407102,0.03329369797859691,0.1272294887039239,0.10582639714625446,0.7300832342449465,0.0035671819262782403
06001407200,0.062157221206581355,0.12797074954296161,0.09140767824497258,0.7148080438756855,0.003656307129798903
06001407300,0.11076923076923077,0.14461538461538462,0.1076923076923077,0.6369230769230769,0.0
06001407400,0.05543237250554324,0.13747228381374724,0.11529933481152993,0.6851441241685144,0.0066518847006651885
06001407500,0.07006369426751592,0.12951167728237792,0.11464968152866242,0.6772823779193206,0.008492569002123142
06001407600,0.03019538188277087,0.11900532859680284,0.10923623445825932,0.7371225577264654,0.004440497335701598
06001407700,0.030147530468248876,0.13213598460551634,0.09685695958948044,0.7389352148813342,0.001924310455420141
06001407800,0.06228956228956229,0.12457912457912458,0.09932659932659933,0.696969696969697,0.016835016835016835
06001407900,0.0189873417721519,0.1339662447257384,0.07383966244725738,0.7278481012658228,0.04535864978902954
06001408000,0.006153846153846154,0.20307692307692307,0.10974358974358975,0.5497435897435897,0.13128205128205128
06001408100,0.006369426751592357,0.16119549240568348,0.11954924056834886,0.5237628613424792,0.18912297893189614
06001408200,0.059447983014861996,0.14225053078556263,0.09129511677282377,0.6847133757961783,0.022292993630573247
06001408300,0.0656984785615491,0.16390041493775934,0.09336099585062241,0.65283540802213,0.024204702627939143
06001408400,0.06300268096514745,0.128686327077748,0.1032171581769437,0.7024128686327078,0.002680965147453083
06001408500,0.04660194174757282,0.1669902912621359,0.1087378640776699,0.6737864077669903,0.003883495145631068
06001408600,0.03468208092485549,0.14368290668868702,0.10074318744838975,0.717588769611891,0.0033030553261767133
06001408700,0.028913963328631876,0.13540197461212977,0.11847672778561354,0.7115655853314528,0.005641748942172073
06001408800,0.16713483146067415,0.1544943820224719,0.0800561797752809,0.5926966292134831,0.0056179775280898875
06001408900,0.11572052401746726,0.15283842794759825,0.08951965065502183,0.6375545851528385,0.004366812227074236
