,GEOID_INT,NAMELSAD,COUNTYFP,tract_geoid_2019,<60,60,61 - 89,90,91 - 149,150,>150
3761,6029002804,Census Tract 28.04,029,6029002804,0,1,0,0,0,0,0
3762,6073017022,Census Tract 170.22,073,6073017022,0,0,0,0,0,1,0
3763,6073017045,Census Tract 170.45,073,6073017045,0,0,0,0,0,0,0
3764,6073013419,Census Tract 134.19,073,6073013419,0,0,0,0,0,0,0
3765,6073015703,Census Tract 157.03,073,6073015703,1,9,0,5,0,1,0
3766,6073013503,Census Tract 135.03,073,6073013503,0,29,0,15,0,3,0
3767,6073020017,Census Tract 200.17,073,6073020017,0,0,0,0,0,0,0
3768,6073015403,Census Tract 154.03,073,6073015403,0,4,0,0,0,0,0
3769,6073010103,Census Tract 101.03,073,6073010103,8,44,0,33,0,2,0
3770,6073018504,Census Tract 185.04,073,6073018504,5,87,0,26,0,0,0
3771,6073020801,Census Tract 208.01,073,6073020801,0,1,0,5,0,1,0
3772,6073019302,Census Tract 193.02,073,6073019302,0,9,0,6,0,2,0
3773,6073005900,Census Tract 59,073,6073005900,3,60,0,5,0,9,6
3774,6073007600,Census Tract 76,073,6073007600,53,170,0,165,0,74,17
3775,6073020500,Census Tract 205,073,6073020500,10,77,0,56,0,2,0
3776,6073019001,Census Tract 190.01,073,6073019001,0,4,0,10,0,1,0
3777,6073009505,Census Tract 95.05,073,6073009505,0,0,0,1,0,0,0
3778,6037400204,Census Tract 4002.04,037,6037400204,0,0,0,0,0,0,0
3779,6001400500,Census Tract 4005,001,6001400500,24,156,0,14,0,15,1
3780,6029002806,Census Tract 28.06,029,6029002806,0,0,0,3,0,0,0
3781,6029002807,Census Tract 28.07,029,6029002807,0,5,0,8,0,1,0
3782,6029002808,Census Tract 28.08,029,6029002808,0,0,0,44,0,4,0
3783,6029003202,Census Tract 32.02,029,6029003202,7,21,0,89,0,10,0
3784,6029003203,Census Tract 32.03,029,6029003203,0,0,0,0,0,1,0
3785,6085508401,Census Tract 5084.01,085,6085508401,0,10,0,18,0,0,0
3786,6085508404,Census Tract 5084.04,085,6085508404,0,39,0,22,0,0,0
3787,6001451101,Census Tract 4511.01,001,6001451101,0,0,0,3,0,2,0
3788,6001432800,Census Tract 4328,001,6001432800,7,31,0,18,0,0,0
3789,6001441503,Census Tract 4415.03,001,6001441503,0,0,0,4,0,3,0
3790,6001435400,Census Tract 4354,001,6001435400,12,72,0,23,0,2,0
3791,6001438000,Census Tract 4380,001,6001438000,0,22,0,10,0,0,0
3792,6001451201,Census Tract 4512.01,001,6001451201,0,9,0,19,0,7,0
3793,6001409000,Census Tract 4090,001,6001409000,7,37,0,5,0,2,1
3794,6029003400,Census Tract 34,029,6029003400,13,60,0,23,0,1,0
3795,6029003500,Census Tract 35,029,6029003500,25,76,0,16,0,4,0
3796,6029003600,Census Tract 36,029,6029003600,15,44,0,4,0,1,0
3797,6029006003,Census Tract 60.03,029,6029006003,0,1,0,133,0,11,0
3798,6115040500,Census Tract 405,115,6115040500,15,31,0,39,0,5,0
3799,6115040600,Census Tract 406,115,6115040600,6,27,0,19,0,2,0
3800,6109003200,Census Tract 32,109,6109003200,4,21,0,17,0,1,0
3801,6109003100,Census Tract 31,109,6109003100,5,37,0,25,0,3,0
3802,6109001200,Census Tract 12,109,6109001200,4,66,0,21,0,4,0
3803,6109004200,Census Tract 42,109,6109004200,0,4,0,23,0,3,0
3804,6109002100,Census Tract 21,109,6109002100,1,13,0,23,0,3,0
3805,6109004100,Census Tract 41,109,6109004100,0,9,0,8,0,1,0
3806,6109005201,Census Tract 52.01,109,6109005201,0,1,0,1,0,0,0
3807,6109001100,Census Tract 11,109,6109001100,5,34,0,14,0,1,0
3808,6085508503,Census Tract 5085.03,085,6085508503,0,89,0,52,0,0,0
3809,6001401500,Census Tract 4015,001,6001401500,7,139,0,10,0,13,1
3810,6029003304,Census Tract 33.04,029,6029003304,1,8,0,2,0,0,0
3811,6029000503,Census Tract 5.03,029,6029000503,0,1,0,1,0,2,0
3812,6029005300,Census Tract 53,029,6029005300,0,71,0,48,0,1,0
3813,6029005103,Census Tract 51.03,029,6029005103,0,4,0,4,0,3,0
3814,6029005501,Census Tract 55.01,029,6029005501,1,11,0,6,0,0,0
3815,6029002811,Census Tract 28.11,029,6029002811,0,0,0,0,0,0,0
3816,6029002813,Census Tract 28.13,029,6029002813,0,55,0,22,0,0,0
3817,6073003208,Census Tract 32.08,073,6073003208,0,1,0,1,0,0,0
3818,6101050101,Census Tract 501.01,101,6101050101,1,14,0,69,0,11,0
3819,6029002814,Census Tract 28.14,029,6029002814,1,75,0,22,0,0,0
3820,6029002815,Census Tract 28.15,029,6029002815,0,48,0,14,0,0,0
3821,6029002816,Census Tract 28.16,029,6029002816,0,37,0,24,0,2,0
3822,6029002817,Census Tract 28.17,029,6029002817,0,63,0,47,0,10,0
3823,6029002818,Census Tract 28.18,029,6029002818,0,7,0,25,0,9,0
3824,6085504412,Census Tract 5044.12,085,6085504412,0,53,0,32,0,0,0
3825,6085504413,Census Tract 5044.13,085,6085504413,0,0,0,2,0,0,0
3826,6085504414,Census Tract 5044.14,085,6085504414,0,0,0,2,0,0,0
3827,6085504416,Census Tract 5044.16,085,6085504416,0,12,0,31,0,5,0
3828,6073013414,Census Tract 134.14,073,6073013414,0,0,0,3,0,0,0
3829,6073013415,Census Tract 134.15,073,6073013415,0,0,0,0,0,0,0
3830,6073013416,Census Tract 134.16,073,6073013416,0,2,0,0,0,0,0
3831,6073013417,Census Tract 134.17,073,6073013417,0,0,0,0,0,0,0
3832,6073013418,Census Tract 134.18,073,6073013418,0,0,0,1,0,0,0
3833,6029003803,Census Tract 38.03,029,6029003803,3,8,0,17,0,26,0
3834,6111005002,Census Tract 50.02,111,6111005002,0,0,0,0,0,0,0
3835,6073018517,Census Tract 185.17,073,6073018517,0,4,0,0,0,0,0
3836,6073018518,Census Tract 185.18,073,6073018518,0,1,0,1,0,0,0
3837,6073018519,Census Tract 185.19,073,6073018519,0,3,0,7,0,1,0
3838,6073018601,Census Tract 186.01,073,6073018601,0,7,0,15,0,1,0
3839,6029003804,Census Tract 38.04,029,6029003804,1,4,0,2,0,0,0
3840,6029000101,Census Tract 1.01,029,6029000101,40,50,0,195,0,56,4
3841,6029000102,Census Tract 1.02,029,6029000102,15,58,0,13,0,2,0
3842,6073008303,Census Tract 83.03,073,6073008303,3,2,0,0,0,0,0
3843,6073012200,Census Tract 122,073,6073012200,3,15,0,4,0,0,0
3844,6073020706,Census Tract 207.06,073,6073020706,0,0,0,0,0,0,0
3845,6111005202,Census Tract 52.02,111,6111005202,0,2,0,1,0,0,0
3846,6001401600,Census Tract 4016,001,6001401600,3,104,0,2,0,8,5
3847,6001402400,Census Tract 4024,001,6001402400,4,151,0,9,0,13,0
3848,6085504418,Census Tract 5044.18,085,6085504418,0,44,0,12,0,0,0
3849,6051000200,Census Tract 2,051,6051000200,0,36,0,76,0,12,0
3850,6073000700,Census Tract 7,073,6073000700,16,74,0,16,0,19,2
3851,6037310703,Census Tract 3107.03,037,6037310703,58,114,0,56,0,9,0
3852,6037310900,Census Tract 3109,037,6037310900,35,99,0,24,0,2,0
3853,6001402200,Census Tract 4022,001,6001402200,3,184,0,10,0,18,2
3854,6073000800,Census Tract 8,073,6073000800,29,76,0,15,0,28,6
3855,6073000900,Census Tract 9,073,6073000900,15,108,0,27,0,18,7
3856,6037311000,Census Tract 3110,037,6037311000,14,63,0,27,0,0,0
3857,6037311100,Census Tract 3111,037,6037311100,17,25,0,2,0,1,0
3858,6037311200,Census Tract 3112,037,6037311200,27,97,0,21,0,2,0
3859,6037311300,Census Tract 3113,037,6037311300,31,52,0,10,0,0,0
3860,6037311400,Census Tract 3114,037,6037311400,15,54,0,12,0,1,0
3861,6037311600,Census Tract 3116,037,6037311600,64,164,0,51,0,6,0
3862,6085507905,Census Tract 5079.05,085,6085507905,0,46,0,22,0,0,0
3863,6001402500,Census Tract 4025,001,6001402500,4,40,0,1,0,3,2
3864,6001402600,Census Tract 4026,001,6001402600,1,35,0,1,0,1,1
3865,6001402700,Census Tract 4027,001,6001402700,2,99,0,28,0,5,0
3866,6001402800,Census Tract 4028,001,6001402800,2,36,0,0,0,2,1
3867,6001403000,Census Tract 4030,001,6001403000,0,10,0,0,0,3,1
3868,6037237900,Census Tract 2379,037,6037237900,21,50,0,10,0,7,5
3869,6037534700,Census Tract 5347,037,6037534700,5,42,0,2,0,0,0
3870,6037533106,Census Tract 5331.06,037,6037533106,9,46,0,5,0,0,0
3871,6037228600,Census Tract 2286,037,6037228600,29,189,0,29,0,51,10
3872,6037222600,Census Tract 2226,037,6037222600,26,199,0,43,0,57,16
3873,6037407101,Census Tract 4071.01,037,6037407101,1,9,0,0,0,0,0
3874,6037482502,Census Tract 4825.02,037,6037482502,25,109,0,45,0,1,0
3875,6037208904,Census Tract 2089.04,037,6037208904,5,34,0,7,0,8,5
3876,6085504422,Census Tract 5044.22,085,6085504422,0,0,0,1,0,0,0
3877,6001403100,Census Tract 4031,001,6001403100,0,12,0,0,0,1,2
3878,6073013505,Census Tract 135.05,073,6073013505,3,0,0,4,0,0,0
3879,6073013506,Census Tract 135.06,073,6073013506,0,0,0,0,0,0,0
3880,6073013604,Census Tract 136.04,073,6073013604,0,4,0,1,0,0,0
3881,6085506304,Census Tract 5063.04,085,6085506304,0,96,0,76,0,2,0
3882,6085506305,Census Tract 5063.05,085,6085506305,0,127,0,108,0,1,0
3883,6085506401,Census Tract 5064.01,085,6085506401,0,29,0,31,0,39,0
3884,6073013802,Census Tract 138.02,073,6073013802,6,73,0,39,0,6,0
3885,6073018603,Census Tract 186.03,073,6073018603,8,69,0,38,0,0,0
3886,6073018609,Census Tract 186.09,073,6073018609,0,2,0,1,0,0,0
3887,6073018610,Census Tract 186.10,073,6073018610,0,0,0,0,0,0,0
3888,6001403300,Census Tract 4033,001,6001403300,5,66,0,7,0,8,1
3889,6001404501,Census Tract 4045.01,001,6001404501,0,5,0,3,0,1,0
3890,6001403800,Census Tract 4038,001,6001403800,12,175,0,14,0,20,3
3891,6001403900,Census Tract 4039,001,6001403900,9,97,0,14,0,11,1
3892,6037800202,Census Tract 8002.02,037,6037800202,0,1,0,0,0,0,0
3893,6037400604,Census Tract 4006.04,037,6037400604,0,6,0,2,0,1,0
3894,6037302202,Census Tract 3022.02,037,6037302202,29,109,0,65,0,6,0
3895,6037430502,Census Tract 4305.02,037,6037430502,42,164,0,48,0,2,0
3896,6037300702,Census Tract 3007.02,037,6037300702,2,2,0,2,0,0,0
3897,6037123602,Census Tract 1236.02,037,6037123602,5,29,0,22,0,4,1
3898,6037122410,Census Tract 1224.10,037,6037122410,4,26,0,19,0,12,4
3899,6037115302,Census Tract 1153.02,037,6037115302,0,50,0,21,0,0,0
3900,6037109700,Census Tract 1097,037,6037109700,1,0,0,0,0,0,0
3901,6037910501,Census Tract 9105.01,037,6037910501,6,24,0,76,0,10,0
3902,6109002200,Census Tract 22,109,6109002200,1,16,0,31,0,6,0
3903,6109005100,Census Tract 51,109,6109005100,3,12,0,26,0,4,0
3904,6041106001,Census Tract 1060.01,041,6041106001,0,15,0,12,0,3,0
3905,6001404000,Census Tract 4040,001,6001404000,13,102,0,11,0,8,1
3906,6037576402,Census Tract 5764.02,037,6037576402,12,184,0,24,0,9,0
3907,6037543903,Census Tract 5439.03,037,6037543903,0,5,0,0,0,3,0
3908,6085506402,Census Tract 5064.02,085,6085506402,1,140,0,53,0,0,0
3909,6085506501,Census Tract 5065.01,085,6085506501,0,135,0,59,0,1,0
3910,6085506503,Census Tract 5065.03,085,6085506503,0,79,0,67,0,1,0
3911,6111005203,Census Tract 52.03,111,6111005203,2,9,0,2,0,0,0
3912,6111005303,Census Tract 53.03,111,6111005303,0,0,0,2,0,0,0
3913,6111005304,Census Tract 53.04,111,6111005304,0,0,0,1,0,0,0
3914,6111005403,Census Tract 54.03,111,6111005403,2,16,0,6,0,1,0
3915,6009000122,Census Tract 1.22,009,6009000122,1,7,0,8,0,0,0
3916,6009000504,Census Tract 5.04,009,6009000504,1,1,0,1,0,0,0
3917,6009000121,Census Tract 1.21,009,6009000121,2,27,0,10,0,1,0
3918,6009000501,Census Tract 5.01,009,6009000501,0,2,0,6,0,2,0
3919,6085508001,Census Tract 5080.01,085,6085508001,0,31,0,35,0,1,0
3920,6099002402,Census Tract 24.02,099,6099002402,19,13,0,8,0,0,0
3921,6037543701,Census Tract 5437.01,037,6037543701,0,1,0,0,0,0,0
3922,6037241300,Census Tract 2413,037,6037241300,11,26,0,21,0,3,0
3923,6037228410,Census Tract 2284.10,037,6037228410,16,123,0,14,0,16,6
3924,6037531800,Census Tract 5318,037,6037531800,72,214,0,37,0,1,0
3925,6037910809,Census Tract 9108.09,037,6037910809,0,0,0,3,0,1,0
3926,6037267402,Census Tract 2674.02,037,6037267402,3,64,0,86,0,16,3
3927,6037204200,Census Tract 2042,037,6037204200,11,118,0,17,0,9,11
3928,6037206200,Census Tract 2062,037,6037206200,0,1,0,1,0,3,2
3929,6037209820,Census Tract 2098.20,037,6037209820,7,86,0,6,0,12,5
3930,6037403500,Census Tract 4035,037,6037403500,0,0,0,1,0,0,0
3931,6037214600,Census Tract 2146,037,6037214600,26,129,0,26,0,16,17
3932,6037211420,Census Tract 2114.20,037,6037211420,5,41,0,17,0,7,4
3933,6037191810,Census Tract 1918.10,037,6037191810,10,95,0,34,0,19,9
3934,6037480302,Census Tract 4803.02,037,6037480302,13,137,0,33,0,2,0
3935,6037192620,Census Tract 1926.20,037,6037192620,16,67,0,11,0,17,5
3936,6037404501,Census Tract 4045.01,037,6037404501,5,11,0,18,0,0,0
3937,6073001000,Census Tract 10,073,6073001000,49,100,0,22,0,12,3
3938,6073001100,Census Tract 11,073,6073001100,10,77,0,23,0,7,3
3939,6085506601,Census Tract 5066.01,085,6085506601,0,47,0,48,0,0,0
3940,6085506603,Census Tract 5066.03,085,6085506603,0,25,0,11,0,0,0
3941,6085506605,Census Tract 5066.05,085,6085506605,0,109,0,34,0,2,0
3942,6079010202,Census Tract 102.02,079,6079010202,0,2,0,33,0,7,0
3943,6019005912,Census Tract 59.12,019,6019005912,0,0,0,0,0,0,0
3944,6079010201,Census Tract 102.01,079,6079010201,0,1,0,10,0,6,0
3945,6079010300,Census Tract 103,079,6079010300,1,2,0,0,0,1,0
3946,6079011501,Census Tract 115.01,079,6079011501,0,1,0,0,0,0,0
3947,6079011600,Census Tract 116,079,6079011600,0,15,0,15,0,6,0
3948,6079012401,Census Tract 124.01,079,6079012401,3,18,0,11,0,3,0
3949,6079012503,Census Tract 125.03,079,6079012503,0,4,0,3,0,2,0
3950,6079010901,Census Tract 109.01,079,6079010901,2,8,0,4,0,2,0
3951,6079012702,Census Tract 127.02,079,6079012702,2,19,0,11,0,4,0
3952,6079010703,Census Tract 107.03,079,6079010703,0,23,0,19,0,5,0
3953,6079012600,Census Tract 126,079,6079012600,9,37,0,16,0,4,0
3954,6079012302,Census Tract 123.02,079,6079012302,0,0,0,0,0,0,0
3955,6073001200,Census Tract 12,073,6073001200,20,82,0,25,0,14,6
3956,6073001300,Census Tract 13,073,6073001300,13,96,0,20,0,17,3
3957,6073001400,Census Tract 14,073,6073001400,18,118,0,19,0,27,5
3958,6073001500,Census Tract 15,073,6073001500,38,140,0,27,0,36,8
3959,6085508101,Census Tract 5081.01,085,6085508101,0,37,0,22,0,1,0
3960,6073013905,Census Tract 139.05,073,6073013905,0,3,0,2,0,0,0
3961,6073013907,Census Tract 139.07,073,6073013907,2,42,0,25,0,0,0
3962,6073013908,Census Tract 139.08,073,6073013908,2,18,0,19,0,2,0
3963,6073013909,Census Tract 139.09,073,6073013909,0,6,0,4,0,0,0
3964,6073014001,Census Tract 140.01,073,6073014001,24,101,0,56,0,2,0
3965,6001450701,Census Tract 4507.01,001,6001450701,0,9,0,16,0,3,0
3966,6001403400,Census Tract 4034,001,6001403400,0,27,0,6,0,3,0
3967,6073019206,Census Tract 192.06,073,6073019206,1,16,0,31,0,1,0
3968,6073019404,Census Tract 194.04,073,6073019404,0,3,0,2,0,0,0
3969,6073019405,Census Tract 194.05,073,6073019405,0,1,0,4,0,0,0
3970,6073019406,Census Tract 194.06,073,6073019406,0,8,0,5,0,0,0
3971,6001403600,Census Tract 4036,001,6001403600,7,73,0,17,0,14,2
3972,6001435300,Census Tract 4353,001,6001435300,10,55,0,29,0,1,0
3973,6001409800,Census Tract 4098,001,6001409800,4,20,0,6,0,0,0
3974,6001450601,Census Tract 4506.01,001,6001450601,1,0,0,0,0,0,0
3975,6037124500,Census Tract 1245,037,6037124500,3,29,0,34,0,4,3
3976,6037301203,Census Tract 3012.03,037,6037301203,6,43,0,27,0,2,0
3977,6037127910,Census Tract 1279.10,037,6037127910,7,25,0,22,0,5,2
3978,6037123205,Census Tract 1232.05,037,6037123205,28,68,0,31,0,17,8
3979,6037910402,Census Tract 9104.02,037,6037910402,1,35,0,91,0,10,0
3980,6037575101,Census Tract 5751.01,037,6037575101,31,140,0,49,0,3,0
3981,6037293201,Census Tract 2932.01,037,6037293201,42,104,0,55,0,18,5
3982,6037570001,Census Tract 5700.01,037,6037570001,5,35,0,11,0,0,0
3983,6001435700,Census Tract 4357,001,6001435700,0,25,0,10,0,0,0
3984,6001400600,Census Tract 4006,001,6001400600,11,88,0,4,0,14,1
3985,6037310800,Census Tract 3108,037,6037310800,41,89,0,32,0,2,0
3986,6037311700,Census Tract 3117,037,6037311700,27,88,0,45,0,2,0
3987,6037311802,Census Tract 3118.02,037,6037311802,11,58,0,46,0,3,0
3988,6001442000,Census Tract 4420,001,6001442000,0,1,0,0,0,0,0
3989,6001426100,Census Tract 4261,001,6001426100,1,6,0,1,0,0,0
3990,6001400100,Census Tract 4001,001,6001400100,0,2,0,2,0,0,0
3991,6001433700,Census Tract 4337,001,6001433700,6,53,0,13,0,1,0
3992,6001437500,Census Tract 4375,001,6001437500,1,36,0,18,0,0,0
3993,6001441100,Census Tract 4411,001,6001441100,1,7,0,3,0,1,0
3994,6001451503,Census Tract 4515.03,001,6001451503,0,6,0,10,0,1,0
3995,6001408100,Census Tract 4081,001,6001408100,0,33,0,27,0,0,0
3996,6001450742,Census Tract 4507.42,001,6001450742,0,14,0,4,0,1,0
3997,6001404502,Census Tract 4045.02,001,6001404502,8,11,0,6,0,4,0
3998,6001440301,Census Tract 4403.01,001,6001440301,0,0,0,0,0,0,0
3999,6001406800,Census Tract 4068,001,6001406800,3,55,0,33,0,4,0
4000,6001430500,Census Tract 4305,001,6001430500,8,55,0,38,0,4,0
4001,6001422000,Census Tract 4220,001,6001422000,7,47,0,6,0,4,0
4002,6001442200,Census Tract 4422,001,6001442200,0,2,0,2,0,2,0
4003,6001436402,Census Tract 4364.02,001,6001436402,0,1,0,0,0,0,0
4004,6001431100,Census Tract 4311,001,6001431100,0,16,0,6,0,1,0
4005,6085510400,Census Tract 5104,085,6085510400,0,3,0,0,0,2,0
4006,6085510700,Census Tract 5107,085,6085510700,5,49,0,24,0,4,0
4007,6001421200,Census Tract 4212,001,6001421200,2,9,0,1,0,1,0
4008,6001422800,Census Tract 4228,001,6001422800,4,55,0,5,0,4,1
4009,6001405000,Census Tract 4050,001,6001405000,14,101,0,11,0,9,5
4010,6017030804,Census Tract 308.04,017,6017030804,0,1,0,9,0,2,1
4011,6017030901,Census Tract 309.01,017,6017030901,0,2,0,0,0,0,0
4012,6017031000,Census Tract 310,017,6017031000,8,43,0,17,0,1,0
4013,6017031200,Census Tract 312,017,6017031200,9,64,0,32,0,3,0
4014,6017031301,Census Tract 313.01,017,6017031301,1,14,0,4,0,0,0
4015,6017031402,Census Tract 314.02,017,6017031402,0,0,0,2,0,0,0
4016,6027000800,Census Tract 8,027,6027000800,1,11,0,4,0,1,0
4017,6017031502,Census Tract 315.02,017,6017031502,3,17,0,39,0,3,0
4018,6111005502,Census Tract 55.02,111,6111005502,0,26,0,35,0,1,0
4019,6111005504,Census Tract 55.04,111,6111005504,0,2,0,1,0,0,0
4020,6079010902,Census Tract 109.02,079,6079010902,14,66,0,19,0,3,0
4021,6079011101,Census Tract 111.01,079,6079011101,22,160,0,24,0,8,0
4022,6079011102,Census Tract 111.02,079,6079011102,45,222,0,56,0,9,0
4023,6079011103,Census Tract 111.03,079,6079011103,3,17,0,16,0,2,0
4024,6079010701,Census Tract 107.01,079,6079010701,0,36,0,28,0,9,0
4025,6001400900,Census Tract 4009,001,6001400900,19,174,0,9,0,12,4
4026,6001400700,Census Tract 4007,001,6001400700,16,256,0,19,0,21,5
4027,6001400800,Census Tract 4008,001,6001400800,19,165,0,19,0,17,5
4028,6001451602,Census Tract 4516.02,001,6001451602,3,21,0,22,0,2,0
4029,6001400200,Census Tract 4002,001,6001400200,9,48,0,6,0,3,1
4030,6017031504,Census Tract 315.04,017,6017031504,0,16,0,11,0,0,0
4031,6017030701,Census Tract 307.01,017,6017030701,0,4,0,4,0,0,0
4032,6017030803,Census Tract 308.03,017,6017030803,0,2,0,23,0,0,0
4033,6111005901,Census Tract 59.01,111,6111005901,0,0,0,1,0,0,0
4034,6085509105,Census Tract 5091.05,085,6085509105,0,101,0,78,0,8,0
4035,6085509106,Census Tract 5091.06,085,6085509106,0,80,0,48,0,1,0
4036,6085509108,Census Tract 5091.08,085,6085509108,1,68,0,75,0,3,0
4037,6073014002,Census Tract 140.02,073,6073014002,3,31,0,17,0,0,0
4038,6073014101,Census Tract 141.01,073,6073014101,12,53,0,28,0,3,0
4039,6073014102,Census Tract 141.02,073,6073014102,2,27,0,22,0,7,1
4040,6073014200,Census Tract 142,073,6073014200,12,74,0,34,0,1,0
4041,6073014601,Census Tract 146.01,073,6073014601,10,50,0,22,0,0,0
4042,6073015704,Census Tract 157.04,073,6073015704,2,20,0,10,0,0,0
4043,6073019501,Census Tract 195.01,073,6073019501,1,29,0,15,0,3,0
4044,6001435200,Census Tract 4352,001,6001435200,0,2,0,3,0,0,0
4045,6001410300,Census Tract 4103,001,6001410300,22,86,0,20,0,4,1
4046,6001409900,Census Tract 4099,001,6001409900,0,2,0,5,0,1,0
4047,6073001600,Census Tract 16,073,6073001600,23,105,0,38,0,24,5
4048,6073001700,Census Tract 17,073,6073001700,23,141,0,36,0,25,8
4049,6085510801,Census Tract 5108.01,085,6085510801,1,2,0,4,0,0,0
4050,6085510802,Census Tract 5108.02,085,6085510802,0,10,0,13,0,0,0
4051,6085510803,Census Tract 5108.03,085,6085510803,0,3,0,2,0,1,0
4052,6085510900,Census Tract 5109,085,6085510900,8,51,0,60,0,0,0
4053,6085511000,Census Tract 5110,085,6085511000,0,22,0,30,0,2,0
4054,6073019502,Census Tract 195.02,073,6073019502,9,107,0,70,0,4,0
4055,6073019804,Census Tract 198.04,073,6073019804,0,2,0,1,0,0,0
4056,6073019805,Census Tract 198.05,073,6073019805,0,1,0,0,0,0,0
4057,6001421300,Census Tract 4213,001,6001421300,2,17,0,1,0,0,0
4058,6001450741,Census Tract 4507.41,001,6001450741,0,10,0,15,0,1,0
4059,6017030504,Census Tract 305.04,017,6017030504,0,2,0,0,0,0,0
4060,6017030709,Census Tract 307.09,017,6017030709,0,1,0,2,0,0,0
4061,6017030807,Census Tract 308.07,017,6017030807,0,0,0,10,0,1,1
4062,6001423200,Census Tract 4232,001,6001423200,22,134,0,15,0,0,0
4063,6085511400,Census Tract 5114,085,6085511400,1,24,0,8,0,1,0
4064,6085512024,Census Tract 5120.24,085,6085512024,0,11,0,6,0,1,0
4065,6085512026,Census Tract 5120.26,085,6085512026,0,0,0,1,0,0,0
4066,6001406000,Census Tract 4060,001,6001406000,5,111,0,5,0,6,1
4067,6001423902,Census Tract 4239.02,001,6001423902,7,99,0,2,0,0,0
4068,6001404200,Census Tract 4042,001,6001404200,0,7,0,2,0,2,0
4069,6085509109,Census Tract 5091.09,085,6085509109,2,43,0,49,0,9,0
4070,6085509201,Census Tract 5092.01,085,6085509201,1,25,0,13,0,6,0
4071,6001400300,Census Tract 4003,001,6001400300,12,190,0,17,0,15,8
4072,6085512027,Census Tract 5120.27,085,6085512027,0,29,0,9,0,1,0
4073,6001421500,Census Tract 4215,001,6001421500,7,32,0,2,0,0,0
4074,6001407500,Census Tract 4075,001,6001407500,29,90,0,16,0,10,2
4075,6001451401,Census Tract 4514.01,001,6001451401,0,4,0,11,0,0,0
4076,6001443103,Census Tract 4431.03,001,6001443103,0,2,0,17,0,4,0
4077,6001430600,Census Tract 4306,001,6001430600,0,15,0,11,0,0,0
4078,6001451300,Census Tract 4513,001,6001451300,0,0,0,0,0,0,0
4079,6001421600,Census Tract 4216,001,6001421600,11,60,0,6,0,1,0
4080,6001408300,Census Tract 4083,001,6001408300,3,46,0,10,0,2,0
4081,6001450607,Census Tract 4506.07,001,6001450607,6,32,0,14,0,8,0
4082,6001401800,Census Tract 4018,001,6001401800,4,141,0,13,0,4,1
4083,6085509202,Census Tract 5092.02,085,6085509202,0,23,0,12,0,2,0
4084,6085509302,Census Tract 5093.02,085,6085509302,1,17,0,10,0,0,0
4085,6041101200,Census Tract 1012,041,6041101200,3,4,0,2,0,0,0
4086,6041117000,Census Tract 1170,041,6041117000,15,86,0,25,0,1,0
4087,6041110100,Census Tract 1101,041,6041110100,15,84,0,20,0,4,2
4088,6041133000,Census Tract 1330,041,6041133000,0,10,0,13,0,6,0
4089,6041114100,Census Tract 1141,041,6041114100,32,146,0,33,0,3,0
4090,6041120000,Census Tract 1200,041,6041120000,15,60,0,7,0,4,0
4091,6041124200,Census Tract 1242,041,6041124200,4,49,0,24,0,1,0
4092,6041114200,Census Tract 1142,041,6041114200,6,49,0,17,0,0,0
4093,6041108100,Census Tract 1081,041,6041108100,0,0,0,2,0,0,0
4094,6041128100,Census Tract 1281,041,6041128100,11,67,0,28,0,5,4
4095,6041121200,Census Tract 1212,041,6041121200,0,2,0,5,0,0,0
4096,6041126200,Census Tract 1262,041,6041126200,3,31,0,13,0,3,1
4097,6041110200,Census Tract 1102,041,6041110200,0,1,0,1,0,1,0
4098,6041104101,Census Tract 1041.01,041,6041104101,0,39,0,32,0,3,0
4099,6041113000,Census Tract 1130,041,6041113000,15,61,0,16,0,5,1
4100,6001400400,Census Tract 4004,001,6001400400,11,183,0,13,0,28,4
4101,6073009504,Census Tract 95.04,073,6073009504,0,0,0,0,0,0,0
4102,6073020307,Census Tract 203.07,073,6073020307,0,3,0,3,0,5,0
4103,6073019207,Census Tract 192.07,073,6073019207,0,8,0,25,0,8,0
4104,6073019205,Census Tract 192.05,073,6073019205,0,3,0,1,0,0,0
4105,6073008335,Census Tract 83.35,073,6073008335,0,0,0,0,0,0,0
4106,6073017041,Census Tract 170.41,073,6073017041,1,3,0,2,0,0,0
4107,6073017810,Census Tract 178.10,073,6073017810,0,10,0,15,0,0,0
4108,6073014300,Census Tract 143,073,6073014300,20,96,0,42,0,0,0
4109,6073014500,Census Tract 145,073,6073014500,10,45,0,17,0,1,0
4110,6073014700,Census Tract 147,073,6073014700,18,67,0,18,0,2,0
4111,6073014804,Census Tract 148.04,073,6073014804,0,6,0,4,0,0,0
4112,6073010800,Census Tract 108,073,6073010800,9,46,0,12,0,0,0
4113,6073020306,Census Tract 203.06,073,6073020306,0,2,0,1,0,0,0
4114,6073008902,Census Tract 89.02,073,6073008902,0,0,0,1,0,0,0
4115,6073007100,Census Tract 71,073,6073007100,5,8,0,11,0,4,0
4116,6073006802,Census Tract 68.02,073,6073006802,0,0,0,4,0,0,0
4117,6073020023,Census Tract 200.23,073,6073020023,0,1,0,1,0,0,0
4118,6037533403,Census Tract 5334.03,037,6037533403,34,90,0,9,0,0,0
4119,6023011000,Census Tract 110,023,6023011000,3,14,0,22,0,3,0
4120,6023010700,Census Tract 107,023,6023010700,8,31,0,25,0,10,0
